Unnamed: 0,Neighborhood,ExterCond_score,Exter_Cond,OverallCond_score,Overall_Cond,Paved_Drive,Fence,cluster,Sale_Price,Longitude,Latitude,Bedroom_AbvGr,TotRms_AbvGrd,Gr_Liv_Area,Garage_Cars,Year_Remod_Add,norm_Bedroom_AbvGr,norm_TotRms_AbvGrd,norm_Gr_Liv_Area,norm_Garage_Cars,norm_Year_Remod_Add,total
833,Sawyer_West,0.6,Typical,0.4,Average,Paved,No_Fence,-1,275000,-93.685125,42.029772,2,5,1644,2,1989,0.25,0.23076923076923078,0.2467972871137905,0.4,0.6499999999999986,2.77756651788302
834,Clear_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,233500,-93.679297,42.02792,3,7,1759,2,1993,0.375,0.3846153846153847,0.26846269781461946,0.4,0.7166666666666686,3.144744749096673
835,Clear_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,185000,-93.6825646,42.0255464,3,7,2126,2,1967,0.375,0.3846153846153847,0.33760361718161264,0.4,0.28333333333333144,2.780552335130329
836,College_Creek,0.8,Good,0.4,Average,Paved,Good_Privacy,-1,152000,-93.691883,42.021171,3,6,1040,2,1996,0.375,0.3076923076923077,0.13300678221552373,0.4,0.7666666666666657,3.182365756574497
837,College_Creek,0.8,Good,0.6,Good,Paved,No_Fence,-1,143000,-93.692135,42.021176,3,5,990,1,1994,0.375,0.23076923076923078,0.12358703843255464,0.2,0.7333333333333343,3.06268960253512
838,College_Creek,0.6,Typical,0.4,Average,Paved,Minimum_Privacy,-1,231500,-93.688372,42.021207,3,7,1764,2,1997,0.375,0.3846153846153847,0.26940467219291636,0.4,0.7833333333333314,3.2123533901416326
839,College_Creek,0.6,Typical,0.5,Above_Average,Paved,No_Fence,-1,212000,-93.690401,42.020817,3,6,1661,2,1996,0.375,0.3076923076923077,0.25,0.4,0.7666666666666657,3.199358974358973
840,College_Creek,0.6,Typical,0.4,Average,Paved,Good_Privacy,-1,207000,-93.691355,42.019784,3,5,1463,2,1998,0.375,0.23076923076923078,0.21269781461944237,0.4,0.7999999999999972,3.0184670453886704
841,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,145000,-93.691585,42.018996,3,6,1097,2,1995,0.375,0.3076923076923077,0.14374529012810852,0.4,0.75,2.976437597820416
842,College_Creek,0.8,Good,0.4,Average,Paved,No_Fence,-1,138000,-93.6928668,42.0197228,3,5,990,2,1995,0.375,0.23076923076923078,0.12358703843255464,0.4,0.75,3.0793562692017855
843,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,197900,-93.690548,42.018597,3,6,1779,2,1998,0.375,0.3076923076923077,0.2722305953278071,0.4,0.7999999999999972,3.154922903020112
844,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,204000,-93.690324,42.017569,3,6,1501,2,1999,0.375,0.3076923076923077,0.21985681989449884,0.4,0.8166666666666629,3.1192157942534693
845,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,192000,-93.691667,42.016903,3,6,1431,2,1999,0.375,0.3076923076923077,0.2066691785983421,0.4,0.8166666666666629,3.106028152957313
846,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,200000,-93.688383,42.018667,3,7,1772,2,1998,0.375,0.3846153846153847,0.2709118311981914,0.4,0.7999999999999972,3.230527215813573
847,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,195000,-93.689431,42.016862,3,7,1660,2,2002,0.375,0.3846153846153847,0.24981160512434064,0.4,0.8666666666666671,3.2760936564063927
848,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,227000,-93.691175,42.016399,3,6,1573,2,2002,0.375,0.3076923076923077,0.23342125094197436,0.4,0.8666666666666671,3.182780225300949
849,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,230000,-93.689438,42.01571,3,6,1840,2,2001,0.375,0.3076923076923077,0.28372268274302936,0.4,0.8500000000000014,3.2164149904353385
850,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,187100,-93.689942,42.016551,3,6,1430,2,2002,0.375,0.3076923076923077,0.20648078372268275,0.4,0.8666666666666671,3.1558397580816577
851,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,203000,-93.691672,42.01613,3,6,1444,2,2001,0.375,0.3076923076923077,0.2091183119819141,0.4,0.8500000000000014,3.1418106196742235
852,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,201000,-93.688628,42.015713,3,6,1492,2,2001,0.375,0.3076923076923077,0.21816126601356445,0.4,0.8500000000000014,3.1508535737058736
853,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,124000,-93.686916,42.021384,3,5,1040,0,1978,0.375,0.23076923076923078,0.13300678221552373,0.0,0.46666666666666856,2.2054426796514233
854,College_Creek,0.6,Typical,0.4,Average,Paved,Minimum_Privacy,-1,140000,-93.687212,42.020087,3,5,907,1,1978,0.375,0.23076923076923078,0.10795026375282593,0.2,0.46666666666666856,2.380386161188725
855,College_Creek,0.6,Typical,0.6,Good,Paved,No_Fence,-1,134900,-93.687219,42.019184,2,5,914,2,1979,0.25,0.23076923076923078,0.10926902788244158,0.4,0.4833333333333343,2.6733715919850067
856,College_Creek,0.6,Typical,0.6,Good,Paved,No_Fence,-1,150500,-93.685068,42.019697,3,5,1040,2,2008,0.375,0.23076923076923078,0.13300678221552373,0.4,0.9666666666666686,3.305442679651423
857,College_Creek,0.8,Good,0.8,Very_Good,Paved,Good_Wood,-1,136500,-93.684887,42.019548,3,6,864,1,2005,0.375,0.3076923076923077,0.0998492840994725,0.2,0.9166666666666643,3.4992082584584447
858,College_Creek,0.6,Typical,0.6,Good,Paved,No_Fence,-1,143500,-93.684954,42.019691,3,5,1268,1,1989,0.375,0.23076923076923078,0.17596081386586285,0.2,0.6499999999999986,2.8317300446350924
859,College_Creek,0.6,Typical,0.5,Above_Average,Paved,No_Fence,-1,133500,-93.683157,42.020666,3,5,864,1,1972,0.375,0.23076923076923078,0.0998492840994725,0.2,0.36666666666666714,2.3722851815353705
860,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,123000,-93.683159,42.020991,2,6,894,2,1972,0.25,0.3076923076923077,0.10550113036925396,0.4,0.36666666666666714,2.429860104728229
861,College_Creek,0.8,Good,0.8,Very_Good,Paved,Minimum_Privacy,-1,133900,-93.68317,42.021788,2,5,768,1,2003,0.25,0.23076923076923078,0.08176337603617181,0.2,0.8833333333333329,3.2458659401387355
862,College_Creek,0.6,Typical,0.6,Good,Paved,Minimum_Privacy,-1,133000,-93.68351,42.020843,2,5,768,2,2007,0.25,0.23076923076923078,0.08176337603617181,0.4,0.9500000000000028,3.1125326068054053
863,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,250000,-93.687819,42.017109,3,6,1611,3,2002,0.375,0.3076923076923077,0.24058025621703089,0.6000000000000001,0.8666666666666671,3.389939230576006
864,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,254750,-93.686218,42.018722,4,8,2184,2,2003,0.5,0.46153846153846156,0.34853051996985684,0.4,0.8833333333333329,3.593402314841651
865,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,236500,-93.68269,42.018847,3,7,1788,2,2001,0.375,0.3846153846153847,0.27392614920874153,0.4,0.8500000000000014,3.2835415338241276
866,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,261500,-93.682623,42.01877,3,7,1872,2,2001,0.375,0.3846153846153847,0.28975131876412963,0.4,0.8500000000000014,3.2993667033795155
867,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,313000,-93.682983,42.018703,3,8,2153,3,2000,0.375,0.46153846153846156,0.342690278824416,0.6000000000000001,0.8333333333333357,3.612562073696213
868,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,198500,-93.686744,42.016973,3,6,1725,2,2002,0.375,0.3076923076923077,0.2620572720422005,0.4,0.8666666666666671,3.2114162464011753
869,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,211000,-93.685673,42.016978,3,6,1870,2,2001,0.375,0.3076923076923077,0.28937452901281085,0.4,0.8500000000000014,3.22206683670512
870,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,220000,-93.67915,42.0181479,2,5,1513,2,2000,0.25,0.23076923076923078,0.22211755840241143,0.4,0.8333333333333357,2.9362201225049778
871,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,203000,-93.680706,42.018875,3,6,1504,2,1996,0.375,0.3076923076923077,0.22042200452147703,0.4,0.7666666666666657,3.0697809788804507
872,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,279500,-93.681109,42.018866,3,7,1828,2,2003,0.375,0.3846153846153847,0.2814619442351168,0.4,0.8833333333333329,3.3244106621838343
873,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,210000,-93.681343,42.018006,3,7,1417,2,1998,0.375,0.3846153846153847,0.20403165033911075,0.4,0.7999999999999972,3.1636470349544927
874,College_Creek,0.6,Typical,0.4,Average,Paved,Good_Privacy,-1,219500,-93.681411,42.017856,3,8,2034,2,1998,0.375,0.46153846153846156,0.3202712886209495,0.4,0.7999999999999972,3.356809750159408
875,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,191000,-93.680782,42.017856,2,7,1716,2,1996,0.25,0.3846153846153847,0.260361718161266,0.4,0.7666666666666657,3.0616437694433163
876,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,178000,-93.68218,42.016819,3,6,1212,2,2001,0.375,0.3076923076923077,0.16541070082893744,0.4,0.8500000000000014,3.0981030085212464
877,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,213000,-93.68167,42.016797,3,6,1630,2,2001,0.375,0.3076923076923077,0.24415975885455915,0.4,0.8500000000000014,3.1768520665468682
878,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,144000,-93.681297,42.016274,1,4,848,2,2004,0.125,0.15384615384615385,0.09683496608892239,0.4,0.8999999999999986,2.6756811199350747
879,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,140000,-93.681439,42.016271,1,4,848,2,2003,0.125,0.15384615384615385,0.09683496608892239,0.4,0.8833333333333329,2.659014453268409
880,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,293200,-93.684115,42.016468,3,7,1602,3,2007,0.375,0.3846153846153847,0.23888470233609643,0.6000000000000001,0.9500000000000028,3.548500086951484
881,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,190000,-93.685333,42.013957,3,7,1728,2,2004,0.375,0.3846153846153847,0.2626224566691786,0.4,0.8999999999999986,3.322237841284562
882,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,190000,-93.686051,42.014054,3,6,1500,2,2004,0.375,0.3076923076923077,0.21966842501883949,0.4,0.8999999999999986,3.2023607327111456
883,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,173500,-93.684536,42.013512,3,7,1476,2,2005,0.375,0.3846153846153847,0.21514694800301432,0.4,0.9166666666666643,3.2914289992850634
884,College_Creek,0.6,Typical,0.4,Average,Paved,No_Fence,-1,170000,-93.6843,42.013392,3,6,1396,2,2007,0.375,0.3076923076923077,0.20007535795026377,0.4,0.9500000000000028,3.2327676656425743
885,Edwards,0.6,Typical,0.4,Average,Dirt_Gravel,Minimum_Privacy,-1,108000,-93.678305,42.020123,2,5,1126,2,2003,0.25,0.23076923076923078,0.1492087415222306,0.4,0.8833333333333329,2.913311305624794
886,Edwards,0.8,Good,0.6,Good,Paved,Minimum_Privacy,-1,167000,-93.677407,42.021246,3,7,1486,2,1999,0.375,0.3846153846153847,0.21703089675960813,0.4,0.8166666666666629,3.593312948041656
887,Edwards,0.6,Typical,0.5,Above_Average,Paved,No_Fence,-1,100000,-93.676372,42.021219,2,3,816,1,1958,0.25,0.07692307692307693,0.09080633006782216,0.2,0.13333333333333286,1.851062740324232
888,Edwards,0.6,Typical,0.4,Average,Paved,No_Fence,-1,198500,-93.672234,42.018988,4,7,1922,2,2003,0.5,0.3846153846153847,0.29917106254709874,0.4,0.8833333333333329,3.4671197804958163
889,Edwards,0.6,Typical,0.5,Above_Average,Paved,Minimum_Privacy,-1,159500,-93.6755239,42.0186549,3,6,1426,2,1977,0.375,0.3076923076923077,0.2057272042200452,0.4,0.45000000000000284,2.8384195119123556
890,Edwards,0.6,Typical,0.5,Above_Average,Paved,Minimum_Privacy,-1,127000,-93.6739723,42.0196717,3,7,1149,1,1971,0.375,0.3846153846153847,0.15354182366239638,0.2,0.3500000000000014,2.5631572082777825
891,Edwards,0.6,Typical,0.5,Above_Average,Paved,Good_Wood,-1,125000,-93.675248,42.018928,3,6,1125,1,1976,0.375,0.3076923076923077,0.1490203466465712,0.2,0.43333333333333,2.565045987672209
892,Edwards,0.6,Typical,0.4,Average,Paved,No_Fence,-1,320000,-93.676608,42.017026,3,8,1698,3,2008,0.375,0.46153846153846156,0.2569706103993971,0.6000000000000001,0.9666666666666686,3.6601757386045275
893,Edwards,0.6,Typical,0.4,Average,Paved,No_Fence,-1,145500,-93.669952,42.01896,2,5,1072,2,2006,0.25,0.23076923076923078,0.13903541823662396,0.4,0.93333333333333,2.953137982339185
894,Edwards,1.0,Excellent,1.0,Excellent,Paved,No_Fence,-1,118000,-93.664779,42.022478,2,4,698,0,2008,0.25,0.15384615384615385,0.06857573474001508,0.0,0.9666666666666686,3.4390885552528374
895,Edwards,0.6,Typical,0.4,Average,Paved,Minimum_Privacy,-1,85000,-93.666315,42.019423,3,5,876,1,1959,0.375,0.23076923076923078,0.10211002260738508,0.2,0.14999999999999858,2.0578792533766146
896,Edwards,0.6,Typical,0.4,Average,Paved,No_Fence,-1,120000,-93.664685,42.020321,3,6,1368,1,1950,0.375,0.3076923076923077,0.19480030143180105,0.2,0.0,2.077492609124109
897,Edwards,0.6,Typical,0.2,Fair,Dirt_Gravel,No_Fence,-1,98000,-93.6644556,42.0217997,4,9,1529,1,1950,0.5,0.5384615384615384,0.22513187641296156,0.2,0.0,2.2635934148745
898,Edwards,0.6,Typical,0.8,Very_Good,Paved,No_Fence,-1,99900,-93.659191,42.021496,2,4,864,0,1950,0.25,0.15384615384615385,0.0998492840994725,0.0,0.0,1.9036954379456263
899,Edwards,0.6,Typical,0.2,Fair,Paved,No_Fence,-1,82000,-93.664812,42.019004,2,4,944,2,1952,0.25,0.15384615384615385,0.11492087415222305,0.4,0.03333333333333144,1.7521003613317083
900,Edwards,0.6,Typical,0.4,Average,Paved,No_Fence,-1,119900,-93.6644024,42.01822,6,10,1678,0,1959,0.75,0.6153846153846154,0.2532027128862095,0.0,0.14999999999999858,2.7685873282708235
901,Edwards,0.6,Typical,0.4,Average,Paved,No_Fence,-1,103500,-93.664336,42.019381,2,7,1560,1,1956,0.25,0.3846153846153847,0.2309721175584024,0.2,0.10000000000000142,2.1655875021737887
902,Edwards,0.6,Typical,0.2,Fair,Paved,Minimum_Privacy,-1,112000,-93.663302,42.018592,3,5,960,1,1956,0.375,0.23076923076923078,0.11793519216277318,0.2,0.10000000000000142,1.8237044229320054
903,Edwards,0.6,Typical,0.8,Very_Good,Paved,Good_Privacy,-1,110000,-93.657963,42.022092,3,7,1196,2,2000,0.375,0.3846153846153847,0.16239638281838734,0.4,0.8333333333333357,3.555345100767108
904,Edwards,0.6,Typical,0.5,Above_Average,Paved,No_Fence,-1,122000,-93.656664,42.022088,3,6,1298,1,1950,0.375,0.3076923076923077,0.1816126601356443,0.2,0.0,2.164304967827952
905,Edwards,0.6,Typical,0.4,Average,Paved,No_Fence,-1,117000,-93.655674,42.022091,3,6,1604,2,1960,0.375,0.3076923076923077,0.2392614920874152,0.4,0.1666666666666643,2.4886204664463873
906,South_and_West_of_Iowa_State_University,0.6,Typical,0.3,Below_Average,Paved,No_Fence,-1,160000,-93.651825,42.020123,3,7,1268,1,1950,0.375,0.3846153846153847,0.17596081386586285,0.2,0.0,2.0355761984812477
907,South_and_West_of_Iowa_State_University,0.6,Typical,0.4,Average,Paved,No_Fence,-1,159434,-93.652027,42.019713,3,6,1520,1,2000,0.375,0.3076923076923077,0.2234363225320271,0.2,0.8333333333333357,2.9394619635576706
908,South_and_West_of_Iowa_State_University,0.6,Typical,0.4,Average,Dirt_Gravel,No_Fence,-1,60000,-93.651786,42.017564,1,3,438,1,1950,0.125,0.07692307692307693,0.019593067068575734,0.2,0.0,1.4215161439916526
909,South_and_West_of_Iowa_State_University,0.6,Typical,0.6,Good,Paved,Good_Wood,-1,139500,-93.64857,42.016921,3,7,1489,1,1950,0.375,0.3846153846153847,0.21759608138658626,0.2,0.0,2.3772114660019708
910,South_and_West_of_Iowa_State_University,0.6,Typical,0.2,Fair,Paved,No_Fence,-1,197000,-93.651669,42.016182,5,12,3082,2,1970,0.625,0.7692307692307693,0.517709118311982,0.4,0.3333333333333357,3.445273220876087
911,South_and_West_of_Iowa_State_University,0.6,Typical,0.5,Above_Average,Paved,No_Fence,-1,105000,-93.646555,42.019094,3,6,1242,1,1950,0.375,0.3076923076923077,0.1710625470987189,0.2,0.0,2.1537548547910266
912,South_and_West_of_Iowa_State_University,0.6,Typical,0.2,Fair,Paved,Minimum_Privacy,-1,135000,-93.648414,42.018931,4,7,1981,2,1950,0.5,0.3846153846153847,0.31028636021100225,0.4,0.0,2.394901744826387
913,Crawford,0.6,Typical,0.8,Very_Good,Paved,No_Fence,-1,147500,-93.646655,42.017889,3,6,1232,2,2000,0.375,0.3076923076923077,0.1691785983421251,0.4,0.8333333333333357,3.4852042393677687
914,South_and_West_of_Iowa_State_University,0.6,Typical,0.5,Above_Average,Paved,Minimum_Privacy,-1,137450,-93.648429,42.017835,3,7,1608,1,1990,0.375,0.3846153846153847,0.24001507159005275,0.2,0.6666666666666643,2.966297122872102
915,South_and_West_of_Iowa_State_University,0.8,Good,1.0,Excellent,Paved,Minimum_Privacy,-1,155000,-93.6459433,42.0189256,3,6,1135,2,2007,0.375,0.3076923076923077,0.15090429540316502,0.4,0.9500000000000028,3.9835966030954757
916,Crawford,0.6,Typical,0.5,Above_Average,Paved,No_Fence,-1,177000,-93.646881,42.016943,3,9,1913,2,1950,0.375,0.5384615384615384,0.2974755086661643,0.4,0.0,2.7109370471277026
917,South_and_West_of_Iowa_State_University,0.6,Typical,0.6,Good,Paved,No_Fence,-1,145000,-93.648419,42.016835,3,6,1477,1,1950,0.375,0.3076923076923077,0.21533534287867367,0.2,0.0,2.2980276505709814
918,Crawford,0.6,Typical,0.8,Very_Good,Paved,Minimum_Privacy,-1,137000,-93.644704,42.016957,3,6,1228,1,1990,0.375,0.3076923076923077,0.16842501883948757,0.2,0.6666666666666643,3.1177839931984597
919,Crawford,0.6,Typical,1.0,Excellent,Paved,Minimum_Privacy,-1,234000,-93.644636,42.016067,3,9,2080,1,2004,0.375,0.5384615384615384,0.32893745290128107,0.2,0.8999999999999986,3.942398991362818
920,Crawford,0.6,Typical,0.5,Above_Average,Paved,Good_Privacy,-1,205000,-93.6428055,42.0191252,2,6,1567,2,1950,0.25,0.3076923076923077,0.2322908816880181,0.4,0.0,2.289983189380326
921,Crawford,0.6,Typical,0.6,Good,Partial_Pavement,No_Fence,-1,177500,-93.6397,42.019181,3,7,1494,1,1950,0.375,0.3846153846153847,0.21853805576488322,0.2,0.0,2.378153440380268
922,Crawford,0.8,Good,0.6,Good,Paved,No_Fence,-1,160000,-93.642371,42.018707,2,7,1308,1,1950,0.25,0.3846153846153847,0.18349660889223812,0.2,0.0,2.418111993507623
923,Crawford,0.6,Typical,0.3,Below_Average,Paved,Minimum_Privacy,-1,155000,-93.64012,42.017583,2,5,1273,1,1960,0.25,0.23076923076923078,0.17690278824415975,0.2,0.1666666666666643,1.9243386856800548
924,Crawford,0.8,Good,0.6,Good,Paved,No_Fence,-1,163500,-93.640592,42.017574,2,5,964,2,2006,0.25,0.23076923076923078,0.1186887716654107,0.4,0.93333333333333,3.3327913357679715
925,Crawford,0.6,Typical,0.5,Above_Average,Paved,No_Fence,-1,154900,-93.644295,42.016684,3,7,1343,1,1950,0.375,0.3846153846153847,0.19009042954031652,0.2,0.0,2.249705814155701
926,Crawford,0.6,Typical,0.5,Above_Average,Paved,No_Fence,-1,205000,-93.6439975,42.0158534,5,13,2480,2,1950,0.625,0.8461538461538461,0.40429540316503393,0.4,0.0,3.37544924931888
927,Crawford,0.8,Good,0.5,Above_Average,Paved,Minimum_Privacy,-1,144800,-93.639431,42.016152,2,6,1112,1,1954,0.25,0.3076923076923077,0.14657121326299924,0.2,0.06666666666666288,2.27093018762197
928,Crawford,0.6,Typical,0.6,Good,Paved,No_Fence,-1,174500,-93.642945,42.014688,3,7,1564,1,1950,0.375,0.3846153846153847,0.23172569706103996,0.2,0.0,2.3913410816764245
929,Crawford,0.6,Typical,0.5,Above_Average,Paved,No_Fence,-1,193000,-93.642885,42.013169,3,6,1561,2,1960,0.375,0.3076923076923077,0.23116051243406177,0.4,0.1666666666666643,2.5805194867930337
930,Crawford,0.6,Typical,0.6,Good,Paved,No_Fence,-1,158000,-93.640762,42.014943,3,7,1523,1,2005,0.375,0.3846153846153847,0.2240015071590053,0.2,0.9166666666666643,3.300283558441054
931,Crawford,0.8,Good,0.8,Very_Good,Paved,Good_Privacy,-1,158500,-93.641356,42.013753,3,6,1152,1,2004,0.375,0.3076923076923077,0.15410700828937451,0.2,0.8999999999999986,3.536799315981681
932,Crawford,0.6,Typical,0.4,Average,Paved,No_Fence,-1,224000,-93.639407,42.0125,3,6,1906,2,1954,0.375,0.3076923076923077,0.2961567445365486,0.4,0.06666666666666288,2.4455157188955194
933,Blueste,0.6,Typical,0.5,Above_Average,Paved,Good_Privacy,-1,115000,-93.645743,42.009489,2,5,1032,2,1980,0.25,0.23076923076923078,0.1314996232102487,0.4,0.5,2.6122688539794794
934,Blueste,0.8,Good,0.5,Above_Average,Paved,Good_Privacy,-1,137000,-93.645743,42.009489,2,5,1229,2,1992,0.25,0.23076923076923078,0.16861341371514696,0.4,0.7000000000000028,3.0493826444843806
935,Blueste,0.6,Typical,0.5,Above_Average,Paved,Minimum_Privacy,-1,121000,-93.645743,42.009489,2,5,1229,2,1980,0.25,0.23076923076923078,0.16861341371514696,0.4,0.5,2.6493826444843775
936,Blueste,0.6,Typical,0.5,Above_Average,Paved,Good_Privacy,-1,124000,-93.645743,42.009489,2,5,1229,2,1980,0.25,0.23076923076923078,0.16861341371514696,0.4,0.5,2.6493826444843775
937,Crawford,0.8,Good,0.5,Above_Average,Paved,No_Fence,-1,208000,-93.644864,42.010636,3,6,1982,2,1986,0.375,0.3076923076923077,0.31047475508666167,0.4,0.6000000000000014,3.293167062778971
938,Crawford,0.8,Good,1.0,Excellent,Paved,Good_Privacy,-1,315000,-93.643539,42.01141,3,7,2365,2,2009,0.375,0.3846153846153847,0.382629992464205,0.4,0.9833333333333343,4.325578710412924
939,Crawford,0.8,Good,1.0,Excellent,Paved,No_Fence,-1,222000,-93.643947,42.009134,3,5,1680,2,2007,0.375,0.23076923076923078,0.25357950263752826,0.4,0.9500000000000028,4.009348733406762
940,Iowa_DOT_and_Rail_Road,0.8,Good,0.6,Good,Paved,No_Fence,-1,147000,-93.62529,42.022721,3,6,1344,1,1997,0.375,0.3076923076923077,0.19027882441597588,0.2,0.7833333333333314,3.256304465441615
941,Iowa_DOT_and_Rail_Road,0.6,Typical,0.5,Above_Average,Paved,No_Fence,-1,123000,-93.626839,42.021425,5,11,2168,2,1993,0.625,0.6923076923076924,0.3455162019593067,0.4,0.7166666666666686,3.8794905609336676
942,Iowa_DOT_and_Rail_Road,0.6,Typical,0.4,Average,Dirt_Gravel,Good_Wood,-1,78000,-93.625299,42.021596,3,6,1192,1,1950,0.375,0.3076923076923077,0.16164280331574982,0.2,0.0,2.0443351110080576
943,Iowa_DOT_and_Rail_Road,0.4,Fair,0.1,Poor,Dirt_Gravel,Minimum_Privacy,-1,85000,-93.616895,42.020184,2,6,1526,0,1982,0.25,0.3076923076923077,0.22456669178598343,0.0,0.5333333333333314,1.8155923328116226
944,Iowa_DOT_and_Rail_Road,0.6,Typical,0.5,Above_Average,Dirt_Gravel,No_Fence,-1,75000,-93.615395,42.020002,2,4,572,1,1950,0.25,0.15384615384615385,0.04483798040693293,0.2,0.0,1.7486841342530868
945,Crawford,0.6,Typical,0.4,Average,Paved,No_Fence,1,230000,-93.6165709,42.008683,2,5,1648,2,2008,0.25,0.23076923076923078,0.24755086661642806,0.4,0.9666666666666686,3.0949867640523276
946,Iowa_DOT_and_Rail_Road,0.4,Fair,0.3,Below_Average,Dirt_Gravel,No_Fence,-1,57625,-93.588227,42.0183,1,4,810,1,1950,0.125,0.15384615384615385,0.08967596081386586,0.2,0.0,1.2685221146600196
947,Mitchell,0.6,Typical,0.4,Average,Paved,No_Fence,-1,251000,-93.606944,41.996888,3,7,2052,3,2001,0.375,0.3846153846153847,0.3236623963828184,0.6000000000000001,0.8500000000000014,3.5332777809982048
948,Mitchell,0.6,Typical,0.4,Average,Paved,No_Fence,-1,239686,-93.607252,41.996672,1,6,2149,2,2003,0.125,0.3076923076923077,0.34193669932177845,0.4,0.8833333333333329,3.057962340347419
949,Mitchell,0.6,Typical,0.4,Average,Paved,No_Fence,-1,240000,-93.607055,41.997119,3,7,1710,2,2005,0.375,0.3846153846153847,0.2592313489073097,0.4,0.9166666666666643,3.3355134001893587
950,Mitchell,0.6,Typical,0.4,Average,Paved,No_Fence,-1,215000,-93.603717,41.99539,3,7,1961,2,2002,0.375,0.3846153846153847,0.30651846269781463,0.4,0.8666666666666671,3.3328005139798664
951,Mitchell,0.6,Typical,0.5,Above_Average,Paved,Minimum_Privacy,-1,156450,-93.604716,41.997067,2,5,926,1,1977,0.25,0.23076923076923078,0.11152976639035417,0.2,0.45000000000000284,2.342298997159588
952,Mitchell,0.6,Typical,0.6,Good,Paved,Good_Wood,-1,173000,-93.604491,41.997069,2,5,1287,2,1977,0.25,0.23076923076923078,0.1795403165033911,0.4,0.45000000000000284,2.7103095472726246
953,Mitchell,0.6,Typical,0.4,Average,Paved,No_Fence,-1,126000,-93.604519,41.996919,4,8,1734,2,1977,0.5,0.46153846153846156,0.26375282592313487,0.4,0.45000000000000284,3.0752912874615994
954,Mitchell,0.6,Typical,0.4,Average,Paved,Good_Privacy,-1,173000,-93.602356,41.995905,3,6,1217,2,1991,0.375,0.3076923076923077,0.16635267520723437,0.4,0.68333333333333,2.9323783162328723
955,Mitchell,0.6,Typical,0.4,Average,Paved,No_Fence,-1,152000,-93.602424,41.996066,2,5,1595,2,1991,0.25,0.23076923076923078,0.2375659382064808,0.4,0.68333333333333,2.8016685023090417
956,Timberland,0.6,Typical,0.5,Above_Average,Paved,No_Fence,-1,137500,-93.64978,42.001246,3,7,1344,2,1958,0.375,0.3846153846153847,0.19027882441597588,0.4,0.13333333333333286,2.5832275423646935
957,Timberland,0.6,Typical,0.4,Average,Paved,No_Fence,-1,375000,-93.652119,42.00138,3,8,2036,2,1965,0.375,0.46153846153846156,0.3206480783722683,0.4,0.25,2.80718653991073
958,Timberland,0.6,Typical,0.4,Average,Paved,No_Fence,-1,315500,-93.65315,41.995027,2,6,1620,3,2008,0.25,0.3076923076923077,0.24227581009796534,0.6000000000000001,0.9666666666666686,3.3666347844569415
959,Timberland,0.6,Typical,0.4,Average,Paved,No_Fence,-1,224500,-93.651832,41.995058,3,6,1692,2,2009,0.375,0.3076923076923077,0.25584024114544085,0.4,0.9833333333333343,3.3218658821710827
