Unnamed: 0,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude,cluster,distance_from_cluster0,distance_from_cluster1,distance_from_cluster2
415,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2364,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,Two_Story,Average,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,484,804,GasA,Typical,Y,SBrkr,804,744,1548,0,1,2,1,3,1,7,Typ,1,Detchd,Unf,2,440,Typical,Paved,108,0,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,147000,-93.625688,42.05009,0,9.85952904023816e-05,0.0007456079352133807,0.000321759901951978
416,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2289,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,Twnhs,Two_Story,Above_Average,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,544,855,GasA,Typical,Y,SBrkr,855,586,1441,0,0,2,1,3,1,7,Typ,1,Attchd,Unf,2,440,Typical,Paved,28,0,0,0,0,0,No_Pool,No_Fence,,0,4,2009,WD ,Normal,148500,-93.62569,42.050134,0,9.931544290430396e-05,0.0007463698087105915,0.0003224171513581488
417,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2364,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,Two_Story,Average,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,576,855,GasA,Typical,Y,SBrkr,855,601,1456,0,0,2,1,3,1,6,Typ,1,Attchd,Fin,2,440,Typical,Paved,147,0,0,0,0,0,No_Pool,No_Fence,,0,4,2009,WD ,Normal,138000,-93.625696,42.050222,0,0.00010074983832923472,0.000747897819185329,0.0003237472197149114
418,One_Story_PUD_1946_and_Newer,Residential_Low_Density,24,2104,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,One_Story,Above_Average,1976,1976,Gable,CompShg,Plywood,Brk Cmn,,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,300,836,GasA,Typical,Y,SBrkr,836,0,836,0,1,1,0,2,1,5,Typ,0,Attchd,Unf,1,345,Typical,Paved,150,20,0,0,0,0,No_Pool,No_Fence,,0,10,2009,WD ,Normal,128500,-93.625707,42.050397,0,0.00010361477652613975,0.0007509346333370816,0.000326391144736503
419,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,7150,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60,Typical,CBlock,Typical,No,BLQ,2,Unf,0,460,892,GasA,Typical,Y,SBrkr,892,0,892,0,0,1,0,3,1,5,Typ,0,Attchd,RFn,1,288,Typical,Paved,0,0,0,0,0,0,No_Pool,Good_Wood,,0,7,2009,WD ,Normal,100000,-93.6256036,42.0488934,0,7.951601897968042e-05,0.000724828848927035,0.0003038614375465675
420,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,10710,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Good,1966,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,165,Typical,PConc,Typical,No,BLQ,2,Unf,0,220,864,GasA,Excellent,Y,SBrkr,1120,0,1120,0,1,1,0,3,1,5,Typ,1,Attchd,RFn,2,656,Typical,Paved,0,162,0,0,0,0,No_Pool,No_Fence,Shed,1200,7,2009,WD ,Normal,148800,-93.626521,42.048486,0,6.86329140599388e-05,0.0007199130151021734,0.0003052057935995575
421,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,96,12456,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,528,1700,GasA,Excellent,Y,SBrkr,1718,0,1718,1,0,2,0,3,1,7,Typ,1,Attchd,Fin,3,786,Typical,Paved,216,48,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,337500,-93.658877,42.0623099,-1,0.0005030819182308485,0.001097738941811388,0.0007748121992598899
422,Two_Story_1946_and_Newer,Residential_Low_Density,110,14257,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,PosN,Norm,OneFam,Two_Story,Average,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,726,Typical,PConc,Typical,No,GLQ,3,Unf,0,416,1776,GasA,Excellent,Y,SBrkr,1794,978,2772,1,0,3,1,4,1,10,Typ,3,BuiltIn,Fin,3,754,Typical,Paved,135,64,0,0,0,0,No_Pool,No_Fence,,0,6,2009,WD ,Normal,462000,-93.6562749,42.063304,-1,0.0004881386317046141,0.0010964285615060034,0.0007600205745986701
423,Two_Story_1946_and_Newer,Residential_Low_Density,104,13518,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860,Typical,PConc,Typical,No,Unf,7,Unf,0,1926,1926,GasA,Excellent,Y,SBrkr,1966,1174,3140,0,0,3,1,4,1,11,Typ,2,BuiltIn,Fin,3,820,Typical,Paved,144,78,0,0,0,0,No_Pool,No_Fence,,0,7,2009,New,Partial,485000,-93.652716,42.063025,-1,0.0004512252814273802,0.0010710196554590858,0.0007225718230304029
424,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,105,15431,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200,Typical,PConc,Typical,Gd,GLQ,3,ALQ,539,788,3094,GasA,Excellent,Y,SBrkr,2402,0,2402,1,0,2,0,2,1,10,Typ,2,Attchd,Fin,3,672,Typical,Paved,0,72,0,0,170,0,No_Pool,No_Fence,,0,4,2009,WD ,Normal,555000,-93.657828,42.061902,-1,0.000487974254528149,0.0010847793767815774,0.000759748869576169
425,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,108,13173,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300,Typical,PConc,Typical,No,GLQ,3,Unf,0,80,1652,GasA,Excellent,Y,SBrkr,1652,0,1652,1,0,2,0,2,1,6,Typ,2,Attchd,Fin,2,840,Typical,Paved,404,102,0,0,0,0,No_Pool,No_Fence,,0,11,2009,WD ,Normal,325000,-93.657483,42.06128,-1,0.00047781646567304,0.0010731374996112556,0.0007494907807537864
426,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,110,14230,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640,Typical,PConc,Typical,No,Unf,7,Unf,0,1566,1566,GasA,Excellent,Y,SBrkr,1600,0,1600,0,0,2,0,3,1,7,Typ,1,Attchd,RFn,3,890,Typical,Paved,0,56,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,256300,-93.654241,42.062991,-1,0.0004649958634617171,0.0010793509920552734,0.0007366934696216656
427,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,98,12704,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306,Typical,PConc,Typical,No,Unf,7,Unf,0,2042,2042,GasA,Excellent,Y,SBrkr,2042,0,2042,0,0,2,1,3,1,8,Typ,1,Attchd,RFn,3,1390,Typical,Paved,0,90,0,0,0,0,No_Pool,No_Fence,,0,8,2009,New,Partial,253293,-93.654144,42.062992,-1,0.00046409311656624825,0.0010787941126144,0.0007357738513504681
428,Two_Story_1946_and_Newer,Residential_Low_Density,95,12350,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,379,1365,GasA,Excellent,Y,SBrkr,1365,1325,2690,1,0,2,1,3,1,8,Typ,1,Attchd,RFn,3,864,Typical,Paved,0,197,0,0,0,0,No_Pool,No_Fence,,0,7,2009,New,Partial,398800,-93.653955,42.062994,-1,0.00046233953248948375,0.0010777132493225456,0.0007339855005527166
429,Two_Story_1946_and_Newer,Residential_Low_Density,96,11308,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154,Typical,PConc,Typical,Av,GLQ,3,Unf,0,168,1104,GasA,Excellent,Y,SBrkr,1130,1054,2184,1,0,2,1,3,1,10,Typ,1,Attchd,Fin,3,836,Typical,Paved,0,102,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,335000,-93.652863,42.062942,-1,0.00045155314885159424,0.0010705620122431843,0.0007229709697204195
430,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,95,12350,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,450,Typical,PConc,Typical,Av,GLQ,3,Unf,0,788,2020,GasA,Excellent,Y,SBrkr,2020,0,2020,1,0,2,0,3,1,7,Typ,1,Attchd,RFn,3,896,Typical,Paved,192,98,0,0,0,0,No_Pool,No_Fence,,0,5,2009,WD ,Normal,404000,-93.654439,42.062258,-1,0.000458233475225529,0.0010691650076381132,0.0007300963013736889
431,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,94,12220,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2009,2009,Hip,CompShg,CemntBd,CmentBd,BrkFace,305,Typical,CBlock,Typical,No,GLQ,3,Unf,0,570,2006,GasA,Excellent,Y,SBrkr,2020,0,2020,1,0,2,1,3,1,9,Typ,1,Attchd,Fin,3,900,Typical,Paved,156,54,0,0,0,0,No_Pool,No_Fence,,0,9,2009,New,Partial,402861,-93.654567,42.062257,-1,0.00045945844479487237,0.0010699178798353709,0.0007313322148718254
432,Two_Story_1946_and_Newer,Residential_Low_Density,97,13478,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,384,1722,GasA,Excellent,Y,SBrkr,1728,568,2296,1,0,2,1,3,1,10,Typ,1,BuiltIn,RFn,3,842,Typical,Paved,382,274,0,0,0,0,No_Pool,No_Fence,,0,6,2009,ConLI,Normal,451950,-93.658224,42.062776,-1,0.00050146800805233,0.001100572638419205,0.0007733444989140051
433,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,105,13693,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,PosA,PosA,OneFam,One_Story,Average,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,342,2630,GasA,Excellent,Y,SBrkr,2674,0,2674,2,0,2,1,2,1,8,Typ,2,Attchd,Fin,3,762,Typical,Paved,360,50,0,0,0,0,No_Pool,No_Fence,,0,3,2009,WD ,Normal,610000,-93.657835,42.062789,-1,0.0004976982430990983,0.0010982889298650764,0.0007695994736943232
434,Two_Story_1946_and_Newer,Residential_Low_Density,107,13891,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424,Typical,PConc,Typical,Gd,Unf,7,Unf,0,1734,1734,GasA,Excellent,Y,SBrkr,1734,1088,2822,0,0,3,1,4,1,12,Typ,1,BuiltIn,RFn,3,1020,Typical,Paved,52,170,0,0,192,0,No_Pool,No_Fence,,0,1,2009,New,Partial,582933,-93.657049,42.0623985,-1,0.0004855009878934454,0.0010873683280042438,0.0007574092975680101
435,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,95,11578,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302,Typical,PConc,Typical,No,Unf,7,Unf,0,1736,1736,GasA,Excellent,Y,SBrkr,1736,0,1736,0,0,2,0,3,1,7,Typ,1,Attchd,RFn,3,834,Typical,Paved,319,90,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,360000,-93.654437,42.062108,-1,0.000456471210424377,0.001066832706473611,0.0007283525587024865
436,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,129,16870,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR3,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,251,1782,GasA,Excellent,Y,SBrkr,1782,0,1782,1,0,2,0,3,1,7,Typ,2,Attchd,Fin,3,932,Typical,Paved,99,82,0,0,0,0,No_Pool,No_Fence,,0,4,2009,WD ,Normal,296000,-93.658854,42.060934,-1,0.0004885707363768835,0.0010768993415162277,0.0007598537478940343
437,Two_Story_1946_and_Newer,Residential_Low_Density,59,23303,Pave,No_Alley_Access,Irregular,Lvl,AllPub,CulDSac,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,20,Typical,PConc,Typical,Av,GLQ,3,Unf,0,278,1508,GasA,Excellent,Y,SBrkr,1508,1012,2520,1,0,2,1,5,1,10,Typ,1,BuiltIn,Fin,3,640,Typical,Paved,192,273,0,0,0,0,No_Pool,No_Fence,,0,6,2009,WD ,Family,409900,-93.656737,42.060353,-1,0.00046039206243322353,0.0010542934583032326,0.0007319080880639773
438,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,87,11146,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,250,Typical,PConc,Typical,Av,Unf,7,Unf,0,1709,1709,GasA,Excellent,Y,SBrkr,1717,0,1717,0,0,2,0,3,1,7,Typ,1,Attchd,RFn,3,908,Typical,Paved,169,39,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,255500,-93.653152,42.061382,-1,0.0004356106006736981,0.0010479237109821578,0.0007074773779573012
439,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,87,10367,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,284,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,724,1739,GasA,Excellent,Y,SBrkr,1743,0,1743,1,0,2,0,3,1,8,Typ,1,Attchd,RFn,3,927,Typical,Paved,168,45,0,0,0,0,No_Pool,No_Fence,,0,6,2009,ConLI,Normal,335000,-93.652884,42.061437,-1,0.0004336736948099412,0.0010472000774585568,0.0007055048740841147
440,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,76,9591,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262,Typical,PConc,Typical,Av,GLQ,3,Unf,0,625,1713,GasA,Excellent,Y,SBrkr,1713,0,1713,1,0,2,0,3,1,7,Typ,1,Attchd,Fin,3,856,Typical,Paved,0,26,0,0,170,0,No_Pool,No_Fence,,0,1,2009,WD ,Normal,274900,-93.654724,42.060576,-1,0.00044206354321538557,0.001044983649063419,0.0007139284591673906
441,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,77,10872,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122,Typical,PConc,Good,Av,GLQ,3,Unf,0,467,1504,GasA,Excellent,Y,SBrkr,1531,0,1531,1,0,2,0,2,1,6,Typ,1,Attchd,Fin,3,700,Typical,Paved,184,52,0,0,0,0,No_Pool,No_Fence,,0,2,2009,WD ,Normal,300000,-93.65476,42.060575,-1,0.0004424167644327919,0.001045190851239764,0.0007142784365775033
442,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,102,13514,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2008,2008,Hip,CompShg,VinylSd,VinylSd,,285,Typical,PConc,Typical,No,GLQ,3,Unf,0,632,1774,GasA,Excellent,Y,SBrkr,1808,0,1808,1,0,2,0,3,1,7,Typ,1,Attchd,Fin,3,850,Typical,Paved,200,26,0,0,0,0,No_Pool,No_Fence,,0,3,2009,WD ,Normal,324000,-93.652084,42.061678,-1,0.0004289433463380581,0.0010463124496759217,0.0007005957445185186
443,Two_Story_1946_and_Newer,Residential_Low_Density,74,8834,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216,Typical,PConc,Typical,No,GLQ,3,Unf,0,292,1462,GasA,Excellent,Y,SBrkr,1462,762,2224,1,0,2,1,4,1,10,Typ,1,Attchd,Fin,3,738,Typical,Paved,184,0,0,0,0,0,No_Pool,No_Fence,,0,6,2009,WD ,Normal,350000,-93.654652,42.060426,-1,0.0004397008075795275,0.0010422376869431633,0.0007115496458190849
444,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,107,11362,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,797,1836,GasA,Excellent,Y,SBrkr,1836,0,1836,1,0,2,0,3,1,7,Typ,1,Attchd,Fin,3,862,Typical,Paved,125,185,0,0,0,0,No_Pool,No_Fence,,0,3,2009,WD ,Normal,280000,-93.652724,42.060178,-1,0.0004176352569210528,0.0010267038929373394,0.0006895631667157774
445,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10655,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296,Typical,PConc,Typical,No,GLQ,3,No_Basement,479,1603,3206,GasA,Excellent,Y,SBrkr,1629,0,1629,1,0,2,0,3,1,7,Typ,1,Attchd,RFn,3,880,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,,0,10,2009,WD ,Normal,284000,-93.6541267,42.0599123,-1,0.0004288005926564064,0.001031111720424808,0.0007006136120241369
446,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,12878,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,418,Typical,PConc,Typical,No,ALQ,1,Unf,0,498,1760,GasA,Excellent,Y,SBrkr,1760,0,1760,1,0,2,0,3,1,8,Typ,1,Attchd,Fin,2,583,Typical,Paved,165,190,0,0,0,0,No_Pool,No_Fence,,0,6,2009,WD ,Normal,269500,-93.6547754,42.0598989,-1,0.00043530016896454836,0.0010349326673765385,0.0007070228796277984
447,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,79,9541,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268,Typical,PConc,Typical,No,Unf,7,Unf,0,1502,1502,GasA,Excellent,Y,SBrkr,1502,0,1502,0,0,2,0,3,1,7,Typ,0,Attchd,RFn,2,644,Typical,Paved,0,114,0,0,0,0,No_Pool,No_Fence,,0,9,2009,New,Partial,233170,-93.643771,42.061404,-1,0.0003547478283676557,0.0009987258027196043,0.0006215417466048786
448,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,103,13472,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,2336,2392,GasA,Excellent,Y,SBrkr,2392,0,2392,0,0,2,0,3,1,8,Typ,1,Attchd,Fin,3,968,Typical,Paved,248,105,0,0,0,0,No_Pool,No_Fence,,0,6,2009,WD ,Normal,386250,-93.65604,42.059241,-1,0.00044174389620275944,0.0010329657888056571,0.0007129482342151796
449,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,110,15274,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,724,Typical,PConc,Typical,No,GLQ,3,Unf,0,480,2452,GasA,Excellent,Y,SBrkr,2452,0,2452,2,0,2,0,3,1,10,Typ,1,Attchd,Fin,3,886,Typical,Paved,0,116,0,0,0,0,No_Pool,Minimum_Privacy,,0,7,2009,WD ,Normal,445000,-93.65486,42.058782,-1,0.00042462766538541643,0.001018435907286081,0.0006959202349131829
450,Two_Story_1946_and_Newer,Residential_Low_Density,96,13262,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186,Typical,PConc,Typical,No,Unf,7,Unf,0,1082,1082,GasA,Excellent,Y,SBrkr,1105,1295,2400,0,0,3,1,4,1,10,Typ,1,BuiltIn,Fin,3,730,Typical,Paved,114,40,0,0,0,0,No_Pool,No_Fence,,0,6,2009,WD ,Normal,290000,-93.6545189,42.058886,-1,0.0004220855038817816,0.001017857734987798,0.0006935103805562196
451,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,9658,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383,Typical,PConc,Typical,No,Unf,7,Unf,0,1598,1598,GasA,Good,Y,SBrkr,1606,0,1606,0,0,2,0,3,1,6,Typ,1,Attchd,RFn,3,871,Typical,Paved,230,60,0,0,0,0,No_Pool,No_Fence,,0,7,2009,WD ,Normal,255900,-93.65048,42.0592,-1,0.0003844494189227599,0.0009983314473688356,0.0006563634065232447
452,One_Story_PUD_1946_and_Newer,Residential_Low_Density,47,6904,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240,Typical,PConc,Typical,Av,ALQ,1,Unf,0,522,1358,GasA,Excellent,Y,SBrkr,1358,0,1358,0,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,484,Typical,Paved,192,36,0,0,0,0,No_Pool,No_Fence,,0,8,2009,WD ,Normal,213000,-93.649779,42.059177,-1,0.00037737710918540657,0.0009939701770824013,0.0006492418379110447
453,One_Story_PUD_1946_and_Newer,Residential_Low_Density,34,5381,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,Twnhs,One_Story,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135,Typical,PConc,Typical,Av,ALQ,1,Unf,0,406,1306,GasA,Excellent,Y,SBrkr,1306,0,1306,1,0,2,0,1,1,5,Typ,1,Attchd,RFn,2,624,Typical,Paved,170,63,0,0,0,0,No_Pool,No_Fence,,0,8,2009,WD ,Normal,196000,-93.649743,42.059179,-1,0.00037705336441400437,0.0009937978886269665,0.0006489140472408315
454,One_Story_PUD_1946_and_Newer,Residential_Low_Density,34,5122,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,Twnhs,One_Story,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135,Typical,PConc,Typical,Av,GLQ,3,Unf,0,425,1306,GasA,Excellent,Y,SBrkr,1306,0,1306,1,0,2,0,1,1,5,Typ,1,Attchd,RFn,2,624,Typical,Paved,170,63,0,0,0,0,No_Pool,No_Fence,,0,3,2009,WD ,Normal,184500,-93.649723,42.059183,-1,0.0003769073649669324,0.0009937476257762907,0.0006487652733845648
455,One_Story_PUD_1946_and_Newer,Residential_Low_Density,80,10307,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Average,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176,Typical,PConc,Typical,No,GLQ,3,Unf,0,474,1350,GasA,Excellent,Y,SBrkr,1358,0,1358,1,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,484,Typical,Paved,192,26,0,0,0,0,No_Pool,No_Fence,,0,5,2009,WD ,Normal,212500,-93.650258,42.058339,-1,0.0003725323593075521,0.000983598002289732,0.0006444490827783991
